-0.006013488,0.001308506,-0.005132388,0.004187587,0.004376464,0.002397367,0.001680794,0
-0.005948347,0.001105370,0.007445838,0.003428391,0.002399047,-0.005253525,-0.010670305,1
-0.006014135,0.001304059,-0.005132655,0.004187337,0.004376333,0.002397902,0.001679844,0
-0.004778327,0.001250911,-0.007919496,-0.003613210,-0.012285031,0.003058282,-0.000786361,1
-0.005514301,0.001132652,0.006134228,0.000972524,0.006546817,0.010002082,0.000157993,2
-0.006791542,0.001216027,0.004300598,0.004242077,0.001345885,-0.004513892,-0.010570960,1
-0.005313560,0.001244858,-0.004733246,0.006111957,-0.007661713,0.015043195,0.002277762,2
-0.004264879,0.001091468,-0.006624807,0.001179384,-0.010463638,0.004387243,0.000300616,1
-0.004828351,0.000794535,0.007610389,0.001457027,-0.003614523,0.012870006,0.010649011,2
-0.006182915,0.001355303,-0.004685370,0.004780761,0.006520418,0.010471900,0.002637781,2
-0.005798087,0.001069221,0.006623915,0.003601099,0.002493468,-0.006136801,-0.002228339,1
-0.005947673,0.001105511,0.007445910,0.003428923,0.002400454,-0.005254384,-0.010670268,1
-0.006460304,0.001292344,-0.004225604,0.007389097,0.002462784,-0.005733954,0.000304055,1
-0.005814511,0.001074090,0.003602972,0.005548206,-0.012801351,-0.000956687,-0.003211374,1
-0.005669966,0.001168024,0.006986433,0.000821134,0.006458639,0.010950325,-0.008341829,2
-0.006182487,0.001355196,-0.004685250,0.004781142,0.006521121,0.010471594,0.002637537,2
-0.005219694,0.001200014,-0.004572639,0.006267029,-0.002470554,0.014497615,0.002451632,2
-0.006461672,0.001289091,-0.004226012,0.007388113,0.002460981,-0.005732700,0.000304041,1
-0.005560124,0.001144814,0.006335479,0.000935271,0.006628703,0.010337854,-0.000360250,2
-0.004779102,0.001250855,-0.007919774,-0.003614233,-0.012286670,0.003058902,-0.000785960,1
-0.006891776,0.001116241,0.004814775,0.003398790,0.000273940,-0.006620358,0.008739607,1
-0.006013501,0.001307733,-0.005132405,0.004187634,0.004376636,0.002397284,0.001680235,0
-0.005947956,0.001105412,0.007446106,0.003428781,0.002400043,-0.005255141,-0.010678194,1
-0.005561222,0.001141050,0.006336599,0.000796339,0.006494852,0.009937422,-0.000609630,2
-0.005560720,0.001144110,0.006336861,0.000796734,0.006494933,0.009937009,-0.000609077,2
-0.005670126,0.001168189,0.006986226,0.000820776,0.006458302,0.010951492,-0.008336769,2
-0.004779643,0.001244974,-0.007919927,-0.003613944,-0.012286422,0.003059694,-0.000786863,1
-0.006636810,0.000953347,-0.004266791,0.007250828,0.002169112,-0.005536967,0.000542818,1
-0.004923477,0.000958298,0.006545708,0.004911015,-0.011694657,-0.001630993,-0.002533451,1
-0.006681721,0.001192104,0.003649896,0.004356481,0.001515887,-0.005127150,-0.002595157,1
-0.006635784,0.001180102,0.003448581,0.004393804,0.001434318,-0.005463087,-0.002076082,1
-0.005542063,0.001139587,0.006295773,0.001042692,0.006812070,0.010557549,0.000016921,2
-0.004595469,0.000999672,0.006449023,0.002283688,-0.002493326,0.013963586,-0.000769544,2
-0.005146692,0.001193963,-0.005180914,0.005516720,-0.009809708,0.006971253,0.001321137,2
-0.006461319,0.001292345,-0.004225893,0.007388213,0.002461120,-0.005733239,0.000304593,1
-0.005591921,0.001180855,-0.004273736,0.008719420,-0.011720862,-0.001161436,-0.000055271,1
-0.004981923,0.000963286,0.007558616,0.004916374,-0.006587486,-0.001229368,-0.010837860,1
-0.006460546,0.001292351,-0.004225680,0.007388893,0.002462408,-0.005733807,0.000304191,1
-0.006460725,0.001290966,-0.004225660,0.007388799,0.002462235,-0.005733585,0.000303078,1
-0.006791975,0.001212683,0.004300470,0.004241966,0.001345735,-0.004513465,-0.010571913,1
-0.005560602,0.001142853,0.006335353,0.000934979,0.006628250,0.010338267,-0.000360946,2
-0.006013502,0.001308026,-0.005132453,0.004187600,0.004376676,0.002397311,0.001680933,0
-0.005501134,0.001119965,0.006539047,0.000227340,0.004314029,0.002876997,-0.009294263,2
-0.006683260,0.001188232,0.003650367,0.004355839,0.001513292,-0.005127813,-0.002611069,1
-0.004681567,0.001217675,-0.007759216,-0.003456801,-0.007089848,0.002512477,-0.000587752,1
-0.004853269,0.000937149,0.006867600,0.005138233,-0.006232720,-0.001622545,-0.002470225,1
-0.006892568,0.001115301,0.004814885,0.003397870,0.000272652,-0.006620173,0.008734659,1
-0.006183235,0.001354809,-0.004685250,0.004780551,0.006519616,0.010472266,0.002635461,2
-0.006460612,0.001292171,-0.004225534,0.007388918,0.002462100,-0.005734074,0.000301303,1
-0.005591648,0.001181122,-0.004273599,0.008719718,-0.011720608,-0.001161617,-0.000055844,1
-0.006051628,0.000988149,0.007958942,0.002583833,0.001326126,-0.007360073,0.008628729,1
-0.005187771,0.001218863,-0.006550942,0.000014853,0.003854879,0.000422630,0.001030872,0
-0.006048673,0.001006264,0.007960085,0.002583982,0.001326378,-0.007363406,0.008623007,1
-0.004731813,0.000912386,0.007005068,0.000715037,-0.010939728,0.005341897,0.009661286,1
-0.005670367,0.001167531,0.006986488,0.000820813,0.006457780,0.010950896,-0.008342204,2
-0.005815782,0.001070949,0.003601348,0.005685558,-0.012670941,-0.000554164,-0.002964404,1
-0.005541989,0.001139878,0.006295669,0.001042678,0.006811916,0.010558229,0.000021024,2
-0.006791431,0.001215769,0.004300949,0.004242438,0.001345464,-0.004515452,-0.010578542,1
-0.005514618,0.001130908,0.006134247,0.000972428,0.006546572,0.010001916,0.000154825,2
-0.005560599,0.001143971,0.006336886,0.000796853,0.006495173,0.009936912,-0.000609145,2
-0.005778058,0.001065804,0.006516093,0.003595109,0.002505204,-0.006213504,-0.002033678,1
-0.005179133,0.000895275,0.007912110,0.003916370,-0.012854667,-0.002789724,0.008278228,1
-0.006182781,0.001355402,-0.004685274,0.004780906,0.006520646,0.010471635,0.002636355,2
-0.004778651,0.001250639,-0.007919615,-0.003613567,-0.012285601,0.003058901,-0.000785322,1
-0.006792164,0.001215152,0.004300805,0.004241651,0.001343966,-0.004512541,-0.010572907,1
-0.006622914,0.001173216,0.003370821,0.004407687,0.001448792,-0.005472179,-0.001939073,1
-0.004803660,0.000928511,0.007612883,0.001465354,-0.003600054,0.012869621,0.010813921,2
-0.006047521,-0.002673611,0.004076852,0.004609218,0.002270930,-0.005452690,-0.014232652,1
