qq_length_20,0.000922044,-6.38877e-05,0.000619192
subroot_map_50023066,0.0517288,-0.00823986,0.0312353
subroot_map_50015207,0.074414,-0.0162324,0.0455657
subroot_map_50009821,0.0749174,-0.0146787,0.0424561
subroot_map_50023105,-0.0429017,0.0237564,-0.0489654
subroot_map_50016889,-0.0513827,0.0231113,-0.0538775
subroot_map_50023728,0.022184,0.00231879,-0.000670504
subroot_map_50008899,-0.0487154,0.023603,-0.052234
occupation_银行,0.0212918,-0.0146315,0.00147005
subroot_map_50020296,0.0544254,-0.0105138,0.0316291
subroot_map_50015218,0.0412158,-0.010419,0.0228638
subroot_map_50025682,0.060549,-0.0135119,0.0353017
subroot_map_50026471,0.0497383,-0.0127874,0.0282965
subroot_map_124388001,0.0440117,-0.00964057,0.0240353
subroot_map_50009837,0.0561763,-0.0122463,0.0335669
subroot_map_50008280,-0.043154,0.0216711,-0.0484716
subroot_map_50010420,0.0642836,-0.0135021,0.0371075
subroot_map_50594001,0.062246,-0.0134298,0.0352417
subroot_map_50012166,-0.044954,0.0227523,-0.0500065
subroot_map_50026398,0.00343988,0.000697907,0.00103624
subroot_map_50008544,-0.0453764,0.02371,-0.0504347
subroot_map_50013875,-0.0512036,0.0237433,-0.0537247
subroot_map_50024109,-0.0437449,0.0227321,-0.0493148
subroot_map_122956002,-0.0465595,0.0225468,-0.0507374
subroot_map_50011123,-0.0490663,0.0242155,-0.0526368
subroot_map_50016663,-0.0491212,0.0230615,-0.0523179
subroot_map_123378001,0.0291351,-0.00541833,0.0149285
subroot_map_50011159,-0.0541553,0.0246902,-0.0553949
subroot_map_50004620,-0.045277,0.0232557,-0.0502531
subroot_map_50024153,0.0352244,-0.000857075,0.0137109
subroot_map_50008881,-0.0475681,0.0229152,-0.0514476
subroot_map_50016353,-0.0478224,0.022343,-0.0514296
subroot_map_50008430,0.0540656,-0.00952594,0.0321186
subroot_map_121398006,0.0632427,-0.0122608,0.0349698
subroot_map_50020677,0.0397084,-0.00878201,0.0252976
subroot_map_121386023,0.0521589,-0.00726508,0.0258237
subroot_map_122242007,0.0460065,-0.00909768,0.0297096
subroot_map_50008554,-0.0444127,0.0210669,-0.0492101
subroot_map_50316001,0.0503118,-0.00845949,0.0302443
subroot_map_3314,-0.0401945,0.0218108,-0.0471587
subroot_map_50006000,-0.0473118,0.0218298,-0.0511104
subroot_map_50005033,-0.0440084,0.0233876,-0.049582
subroot_map_50012825,-0.0480203,0.023636,-0.0520423
subroot_map_50021419,-0.048612,0.0220862,-0.0516071
subroot_map_50021417,-0.0496477,0.0240671,-0.0526471
subroot_map_121466009,0.051865,-0.00677095,0.0256006
subroot_map_50021415,-0.0506379,0.0227449,-0.0530286
subroot_map_122654005,-0.0528735,0.0246644,-0.0548304
subroot_map_50008543,-0.0347052,0.0197374,-0.0432076
subroot_map_50021420,-0.0458007,0.0237902,-0.0508296
subroot_map_50050199,-0.043762,0.0220168,-0.049196
subroot_map_121364004,-0.0433891,0.025044,-0.0495843
subroot_map_121364003,-0.0480266,0.0219229,-0.0515675
subroot_map_50000813,-0.052697,0.0239081,-0.0544532
subroot_map_50011980,0.0116819,-0.00111922,0.00639768
subroot_map_110809,-0.00348702,0.00419998,-0.00649203
subroot_map_122620013,-0.0501971,0.0230734,-0.0529361
subroot_map_50010530,-0.0456173,0.0277041,-0.0527677
subroot_map_50005060,-0.0453429,0.0222273,-0.049508
subroot_map_50011826,-0.0416854,0.0216702,-0.0478462
subroot_map_50007125,-0.0524318,0.0235723,-0.054239
subroot_map_1,0,0,0
subroot_map_50010527,-0.0401522,0.0268373,-0.048484
subroot_map_50010406,-0.0439734,0.0223483,-0.0493004
subroot_map_50010524,-0.0373254,0.0258146,-0.0464338
subroot_map_50010402,-0.0495354,0.022835,-0.0522263
subroot_map_3338,-0.0508236,0.0234972,-0.0535158
subroot_map_50005050,0.0442095,-0.00695943,0.0227325
subroot_map_50008563,0.0408585,-0.00970744,0.0225419
subroot_map_124412002,-0.0550321,0.022042,-0.0556315
subroot_map_50011717,-0.0331635,0.0227322,-0.0426041
subroot_map_50018230,-0.0271665,0.0195294,-0.0389436
subroot_map_50016058,-0.0485556,0.023575,-0.0523803
subroot_map_122642004,0.0170262,-0.000695116,0.00317232
subroot_map_122998001,-0.0435019,0.0217396,-0.0484953
subroot_map_50006217,-0.0526435,0.0236588,-0.0546212
subroot_map_122974003,-0.0343684,0.0211643,-0.0432624
subroot_map_50019651,-0.0525906,0.0239359,-0.0543781
subroot_map_50015293,0.0626629,-0.0125064,0.034724
subroot_map_50010825,-0.0459431,0.0247695,-0.0514128
subroot_map_2165,0.058017,-0.0114269,0.0337923
subroot_map_121456019,-0.0472475,0.0232465,-0.0513713
subroot_map_50012907,-0.0525872,0.0245847,-0.0547047
subroot_map_50012908,-0.0434945,0.0249988,-0.0499724
subroot_map_123004001,-0.0478747,0.0234768,-0.0517623
subroot_map_122736001,-0.0502912,0.0224505,-0.0527367
subroot_map_50010815,0.0523854,-0.00738282,0.0289248
subroot_map_50010813,-0.0494838,0.0231203,-0.0524567
subroot_map_50018218,-0.0419618,0.0196132,-0.0467211
subroot_map_50016119,-0.0428153,0.0225784,-0.048772
subroot_map_122918003,-0.0449119,0.0225162,-0.0499325
subroot_map_50008779,-0.0411528,0.0229015,-0.0477663
subroot_map_50005266,-0.0458469,0.0220465,-0.0504995
subroot_map_50008897,-0.0492294,0.0235347,-0.0523567
subroot_map_121386009,-0.0558069,0.0230983,-0.0568373
subroot_map_124708009,0.0108012,-0.0012636,0.00472032
subroot_map_50018424,-0.0489411,0.0225705,-0.0520996
subroot_map_50018426,-0.0399503,0.0214025,-0.0467911
subroot_map_121434004,-0.0496248,0.02437,-0.0530186
subroot_map_50008883,-0.0480854,0.022875,-0.0516594
subroot_map_50006584,-0.0449225,0.0239075,-0.0502635
subroot_map_121456022,-0.0440076,0.0239363,-0.0501313
subroot_map_50005250,-0.0421668,0.0219392,-0.0480073
subroot_map_50021837,0.0394587,-0.0108143,0.0249264
subroot_map_50009857,0.0554761,-0.0101513,0.0309417
subroot_map_50008528,-0.0449328,0.0214833,-0.0494491
subroot_map_50019641,-0.0504713,0.0230777,-0.052954
subroot_map_50050371,0.0755389,-0.0118906,0.0421138
subroot_map_121462057,-0.0408379,0.0233869,-0.0477293
subroot_map_50050489,0.00175748,-1.71458e-05,0.000639343
subroot_map_50015371,-0.0433806,0.0226006,-0.0490298
subroot_map_121384005,-0.0525813,0.0232269,-0.0542709
subroot_map_50013196,-0.0470788,0.0248015,-0.0516303
subroot_map_50015374,-0.0444872,0.0235499,-0.0497831
subroot_map_50015377,-0.0435335,0.0207769,-0.048825
subroot_map_50013198,-0.0447303,0.0218975,-0.0495327
subroot_map_121956004,-0.0520239,0.026187,-0.0543428
subroot_map_50019617,-0.0507264,0.0225387,-0.0529795
subroot_map_125058001,0.0240532,-0.00376912,0.0132841
subroot_map_50020845,-0.0523891,0.0233668,-0.0539578
subroot_map_124346005,-0.0462717,0.0254184,-0.0517166
subroot_map_50020841,-0.0500046,0.0224821,-0.0530115
subroot_map_50016472,-0.0489633,0.023224,-0.0520729
subroot_map_50024098,-0.0478925,0.0233031,-0.0516618
subroot_map_50015262,0.0483734,-0.008594,0.027404
subroot_map_121452006,-0.0384333,0.0246401,-0.0476366
subroot_map_124988005,0.0192292,-0.000746678,0.00924577
subroot_map_350407,-0.0370669,0.0202427,-0.0445847
subroot_map_350404,-0.0351836,0.0207671,-0.0440135
subroot_map_350402,-0.0411394,0.0229616,-0.0484936
subroot_map_50008613,0.0506637,-0.0109397,0.0274032
subroot_map_50008737,-0.0531196,0.0230861,-0.0543583
subroot_map_50012080,-0.0361409,0.0196105,-0.042698
subroot_map_121384022,-0.0500415,0.0224192,-0.052669
